textid,Words (split by space),anger,disgust,fear,joy,sad,surprise
85,friendly fire pilot experienced,0.0366,0.0854,0.3902,0.0,0.1707,0.3171
86,updates on world s top stories,0.0,0.0,0.6667,0.0,0.0,0.3333
87,diplomat acknowledges us arrogance in iraq,0.23204852944040705,0.07515643392067269,0.22601604531602498,0.05503159279936416,0.34931982280073326,0.06242757572279777
88,madonna s new baby s daddy didn t realize adoption was for good,0.10350606081349975,0.04805985009705151,0.13282386061143522,0.27382298707296987,0.12305761775903547,0.3187296236460082
89,appeal by chinese researcher for times may soon be heard,0.08477806697751537,0.08182935994896083,0.06563403388965824,0.28106499541651864,0.23804887001342168,0.2486446737539254
90,snowbirds shortening their florida stays,0.23089074191667194,0.03697349897626586,0.06455402578449655,0.18124444834384207,0.4084085416179503,0.07792874336077328
91,oxfam action needed for chad,0.0046828083918941865,0.0,0.05689264002180745,0.5846927684801618,0.027540632885136317,0.32619115022100026
92,bush adamant on troops to iraq,0.19448285443992921,0.14591137769350987,0.295059066227033,0.10669672899961881,0.19559697759689376,0.06225299504301526
93,ukraine gas deal marred by fears,0.1270170413789572,0.050579776671552557,0.20444143152356337,0.3134398335916315,0.14151251528511483,0.16300940154918064
94,shoplifters choice police or t shirt of shame,0.08128755709943958,0.06745165829697483,0.3013612167087688,0.23941019245840614,0.09754600135593736,0.21294337408047345
95,travel chaos as heavy snow hits uk,0.07734405126895362,0.05414144182523498,0.3169040455176692,0.10556662336915229,0.3472357033127372,0.09880813470625271
96,tow truck drivers accused of stealing cars,0.03556713690300784,0.07795918409775159,0.1148678940504813,0.30908203426165654,0.2413397137691124,0.22118403691799052
97,joseph wambaugh s new start,0.0,0.007179637854559165,0.08991254050212094,0.6066328119976774,0.07521658462445253,0.22105842502118994
98,human error caused helios crash,0.1918005968854268,0.05021645068818435,0.10678467117942514,0.02112540695305645,0.5842934340530406,0.045779440240866526
99,charts is your city lean or lethargic,0.032625564469634,0.025132283965954447,0.13936435855667842,0.32516694277834224,0.05728568329710091,0.4204251669322901
100,st louis poised for entertainment upswing,0.004661691232711468,0.0,0.056633325123458325,0.6744841903262381,0.027415522094352152,0.23680527122324008
101,ivrea journal in italian town a civics lesson from pelting neighbors,0.042716096709444665,0.0,0.3046531090556849,0.26437058994653473,0.24918540646878778,0.13907479781954796
102,review virtual american idol hits right notes,0.006812699864801124,0.0,0.0,0.653596716801615,0.03523521847740575,0.30435536485617803
103,squadron apologies over friendly fire death,0.14308115966760052,0.0686184946355305,0.21079796140745802,0.010604839190366533,0.4197344545665054,0.14716309053253931
104,the breast cancer breakthrough saving women a year,0.08116935581031122,0.01873530502269791,0.15042033848253622,0.42426339906499905,0.10599405983507619,0.21941754178437947
105,abbas rejects temporary state,0.18121642415757394,0.13460955635605987,0.4548870293486499,0.01854250870768834,0.19406669958672837,0.016677781843299346
106,iraqi forces detain official suspected in shia conspiracy,0.1565437636775823,0.09721869424503937,0.19106872008553344,0.09261838446617646,0.3623910852962718,0.10015935222939673
107,congressman rebukes u s allies for lack of support in afghanistan,0.1329104974628929,0.09749613829806403,0.24713846725264219,0.16846679090825636,0.26272528383230365,0.09126282224584077
108,easy ways to really save,0.0050581860843975195,0.025389442819593513,0.08656082327615651,0.3505784653457417,0.03236200399157387,0.5000510784825368
109,real suffer carlos injury setback,0.4346618296152637,0.05288575643740846,0.017553717262465532,0.25188421040100817,0.08996280097013587,0.15305168531371846
110,marijuana may stave off alzheimer s,0.030881507873938462,0.0,0.1747878454388147,0.4102549147595384,0.2432248596802975,0.1408508722474108
111,smokestacks in a white wilderness divide iceland,0.04356096968307205,0.08629230040268658,0.07117680370437762,0.3237319833423516,0.18552785672103833,0.28971008614647376
112,paris journal smoking no longer tres chic in france,0.1398921717281491,0.0862949229633505,0.2102386705291817,0.2758864986189272,0.14350000510697158,0.14418773105341992
113,cher s dress car bed have new owners,0.025112788004896407,0.02527631571382679,0.16171736656953775,0.42410826058495804,0.1173665369194736,0.2464187322073073
114,hungarian opposition calls for vote after violence escalates,0.250012770248964,0.10380584344560899,0.2762243513281612,0.040499483286201995,0.2668197392910621,0.06263781240000149
115,freed kidnap suspect my terror at police raid,0.1536304096291684,0.10545027369704592,0.44731320718722767,0.03730951183732495,0.1852781500427776,0.07101844760645558
116,rockers big winners at brit awards,0.0,0.007948251130154021,0.051615980960328746,0.642277642405562,0.0,0.2981581255039553
117,cia leak trial summary,0.2911183464315455,0.04583929260035799,0.20045033991932962,0.10508149656669466,0.22038342269686423,0.13712710178520796
118,experts issue new heart disease guidelines for women,0.0,0.0,0.24728134507279353,0.24701347517607405,0.09792590022313408,0.4077792795279986
119,in god s name religion based tax breaks housing to paychecks to books,0.19790313635570317,0.07309311277771185,0.08491732141018729,0.15020539122274473,0.1035331820959937,0.39034785613765927
120,snow causes transport chaos in britain,0.031769286782117774,0.01559948175158786,0.35277615846949467,0.12297867874451127,0.283082971563302,0.19379342268898658
121,injured sarwan to miss one dayers,0.03240543299488697,0.008340743945072228,0.13181776071559703,0.3912297662112683,0.05214171098743511,0.3840645851457404
122,study napping might help heart,0.018611879057595985,0.003987063200457105,0.08912043074460274,0.33024498348229536,0.13512990155422858,0.42290574196082004
123,tailors and housewives busy as muslims celebrate eid,0.014545874926070608,0.004848624975356869,0.1504830725995995,0.5188101616213686,0.2010673776882403,0.11024488818936411
124,malaysia aggressively wooing tourists,0.42122476032622574,0.05208817937427729,0.1785094810408716,0.0,0.2511269758514006,0.09705060340722493
125,creating a whole album in a month,0.06786974050706703,0.10199679285671814,0.1474165617247109,0.19132929426502,0.1497008469900979,0.3416867636563858
126,wellcome awards anti fat research,0.060325760168583036,0.1859480653164572,0.08493222933344151,0.27405345551130456,0.183695485396511,0.21104500427370254
127,can t do this anymore not jack,0.11893445121092262,0.03015848345188487,0.1658048435847436,0.358728838571761,0.1324038532191356,0.19396952996155223
128,iran s boast on uranium enrichment is put to test,0.05804622119274151,0.03691031768950849,0.31913285190536494,0.14532112910478587,0.07392043473576833,0.366669045371831
129,iraq closes borders with syria and iran,0.08785870098100468,0.0919857032407014,0.14971486100641168,0.36894353524269713,0.11790813917403233,0.1835890603551528
130,in clue to addiction brain injury halts smoking,0.05946111343507606,0.007506529334013675,0.11349465522117505,0.3745651412999462,0.15742369747954396,0.28754886323024514
131,manning inspires giants to victory in dallas,0.051467265897795836,0.05958309754175435,0.08479401311279842,0.4279598260614075,0.15353147269873257,0.22266432468751143
132,research supports medicinal marijuana,0.42964992055703516,0.052275952254753344,0.017351312476585886,0.24897062154119962,0.08892547644250268,0.1628267167279234
133,iraq insurgents attack us base,0.21788412795079623,0.07298381797970553,0.29598428180583153,0.029421560725513746,0.3160083570196753,0.06771785451847764
134,fire extinguisher part of tennessee execution kit,0.07156757460299258,0.06772813963912441,0.2925342586422877,0.00494445565571513,0.3224789897632597,0.24074658169662064
135,city sets up ice storm shelters,0.019616377969671566,0.004037755533860769,0.25984252039190664,0.41293015141466405,0.1032246018021018,0.20034859288779508
136,gently weeps lyrics sheet up for sale,0.061101741952876536,0.027647149297645605,0.2157870854334458,0.343127367265802,0.07136493400883594,0.2809717220413941
137,cholesterol link in diabetes study,0.036075784034571796,0.0704938037636437,0.16769411708202828,0.2198832249847842,0.0774951748545825,0.42835789528038964
138,zoo polar bear to have root canal,0.10692932059734093,0.035928818569334525,0.19427327935150424,0.24108596688111794,0.19473577611867154,0.22704683848203058
139,howard slams obama on iraq policy,0.06291935063468035,0.03689596240144006,0.16068214317258206,0.4512556957345563,0.09362472417147234,0.1946221238852689
140,fight starts over hpv vaccine,0.059776061395415886,0.024442207651208765,0.1142640482465915,0.4145826108102013,0.12586996919592572,0.2610651027006569
141,obama announces presidential bid,0.038405957848758374,0.08295625926036328,0.035655700697724405,0.4877356584647828,0.14031647633582148,0.2149299473925494
142,another death at georgia aquarium,0.15354401282690233,0.029780171672611773,0.07308705441569557,0.0874531795996318,0.5129405736884398,0.1431950077967189
143,johnny depp to make movie of spy poisoning,0.0,0.03586860102950536,0.03773615820703727,0.6606668608361047,0.021792844622102143,0.24393553530525058
144,pap test a mainstay against cervical cancer may be fading,0.08521151296378136,0.03012499350811964,0.18842064224163632,0.2979352459072337,0.2044221890837303,0.19388541629549896
145,boy allegedly told to kill by mom gives up,0.06573232362551719,0.08381792937715621,0.2533642586724039,0.04288917466673524,0.28717059765044195,0.2670257160077455
146,catania punished for fan violence,0.1442498898423809,0.1088953082717436,0.13764901835796572,0.14985189999434742,0.2809834573303279,0.17837042620323454
147,the summit a slap in the face of the palestinians,0.054884782129394356,0.09367732132108865,0.282061142862058,0.11830506379488322,0.12433844248481968,0.32673324740775617
148,dead bachelors in remote china still find wives,0.031808811216125346,0.0023882354322892554,0.17183369457623057,0.16327676706821675,0.378892993068506,0.2517994986386321
149,boy missing since found alive,0.0386831218508917,0.003682002367335967,0.32255139676725425,0.16825733981171306,0.24750988076554872,0.2193162584372564
150,girl left comatose after dental visit dies,0.0,0.0,0.10627174765396805,0.15919592907865232,0.5316252431133888,0.20290708015399098
151,fine wines in british columbia,0.06679084322472173,0.05148250627865663,0.24174943655424755,0.29853303719516605,0.12406789207859395,0.21737628466861408
152,bollywood s brangelina engaged,0.10007637226067946,0.12031231799228927,0.1496114822481232,0.20726751022640075,0.19921630575869723,0.22351601151380993
153,north korea ready to discuss nuke disarmament,0.060710654094535216,0.008135238148859279,0.25070289481857205,0.46155410991844864,0.04012314325521634,0.17877395976436833
154,action intensity boosts vision,0.11563688081445715,0.0663804887960284,0.002276048910572619,0.2671776825802422,0.03884401496273968,0.50968488393596
155,stonehenge workers village found,0.05493392474279864,0.10270212395035253,0.1087879107878069,0.2430891954914662,0.12186158121814852,0.36862526380942734
156,scientists tout cocoa s health benefits,0.05787926095349522,0.043076551143285506,0.12186551808577933,0.305898594858882,0.11755221615853341,0.35372785880002444
157,can north korea be trusted,0.08326245007226922,0.006213419555688363,0.1977354436526298,0.37841033108317645,0.13199829738153274,0.20238005825470334
158,trailblazing trio protects city by the bay,0.104440509963172,0.08306528479481493,0.08393112735309172,0.2777169261317595,0.16685319260307185,0.2839929591540899
159,ganguly handed india squad call up,0.0,0.004311499002430137,0.03527104881083869,0.5337983657989623,0.14571180669711686,0.28090727969065193
160,beauticians cut curl offer stroke prevention info,0.049852430256009155,0.04186424877102935,0.26283501746169313,0.21092787437246902,0.22239677581368414,0.21212365332511504
161,studios sign off on movie downloads,0.08873271278208034,0.05227700830662091,0.15196573807178254,0.33949242626831433,0.2667552694971331,0.1007768450740689
162,global web of suspects in child rape download,0.13197377805550142,0.09092088105476098,0.2446512564780101,0.09562688762734549,0.27187602998080623,0.164951166803576
163,libby prosecutors await judge s rulings,0.24498541305616375,0.12119765645294747,0.15250710865128955,0.1680420082561306,0.09494055515776299,0.2183272584257055
164,police probe church fires half mile apart,0.14139468341620381,0.1001135964230232,0.2413462141332163,0.2027048176145967,0.2619495142087896,0.052491174204170384
165,second hanging also went awry iraq tape shows,0.11251622339180542,0.15015713134076636,0.16168275380392674,0.17854630840040367,0.11625698208104103,0.28084060098205693
166,stepping back in time at ski resort,0.10481933706903361,0.09516229708076059,0.17738787257521077,0.3342692011221698,0.13899842147059088,0.14936287068223394
167,iraqi journalists add laws to list of dangers,0.18220066456814774,0.07879391566055811,0.2120075402433478,0.09823607589254696,0.22726763628438187,0.2014941673510176
168,boy scouts blamed for starting wildfire,0.07384657371476211,0.042204814286171614,0.2932324662593207,0.07612766054856653,0.2853591159005078,0.22922936929067136
169,report links humans to global warming,0.10750796366954259,0.07385338016757097,0.1154917785918881,0.2508538598001666,0.32786752550198384,0.12442549226884796
170,stenson defends his title at dubai,0.02767345060360249,0.020544752575229825,0.038754880206745404,0.7360116417466859,0.07058971755392726,0.10642555731380916
171,iraqi linked to sunni bloc is held in plot military says,0.1438713165053572,0.06606116117022956,0.26767970021950344,0.22570718024873235,0.1419286139307038,0.1547520279254738
172,china launches two satellites into orbit,0.023485127965618583,0.0,0.04989325780197198,0.5461061576541293,0.008811474368495654,0.3717039822097845
173,north africa feared as staging ground for terror,0.08073960915328779,0.02726080470042737,0.20724223560711677,0.2042724626794256,0.31399891991729006,0.16648596794245224
174,breast cancer drug promises hope,0.013248089010903843,0.0,0.11910045585538401,0.411475070085576,0.14894537246044162,0.3072310125876945
175,mortar assault leaves at least dead,0.06882050872073811,0.019584715357651907,0.3155616580035891,0.05528292092607743,0.44923296078519265,0.09151723620675094
176,building a memorial to a son one child at a time,0.04823293680156174,0.09094117341857802,0.09328981904642715,0.1902138048837201,0.2302734913958078,0.34704877445390514
177,northeaster cancels flights shuts schools,0.3640316232469352,0.05476933776078901,0.24491457272882267,0.0,0.23735278760916756,0.09893167865428579
178,india to test new nuclear missile,0.12829478662822053,0.06574029359896119,0.34260683457298075,0.20386747781073555,0.11301829759578444,0.14647230979331746
179,dell to cut bonuses trim management,0.02915467817723169,0.0,0.13542606284551845,0.3820890603188888,0.20410832915381547,0.2492218695045457
180,uk workers on alert for letter bombs,0.049135582956415715,0.06532085866555647,0.14285777800607355,0.23330357600398893,0.06377953946783764,0.44560266490012795
181,storm leaves behind major travel troubles,0.06150039261943277,0.030166883416301884,0.3013707047862336,0.21687515229598914,0.2997333351489993,0.09035353173304328
182,rupert murdoch s secret tivo,0.052189791786774596,0.004941174479078745,0.10027719119032029,0.09488776857402063,0.2608273522700099,0.48687672169979573
183,house passes anti terrorism measure manila,0.095706800554521,0.0400022944807622,0.1522205043261543,0.28131219515582845,0.29178486763970457,0.13897333784302965
184,genghis khan beer mongolia grimaces,0.6094078118437631,0.0862182756344873,0.020319593608127837,0.0,0.10413791724165516,0.17991640167196657
185,youtube founders split m payout,0.0345694293669861,0.032225100570775565,0.06409847497592105,0.27679789174184233,0.2033871810957995,0.38892192224867544
186,former teacher poses for playboy,0.04340013556284061,0.0059145292426695615,0.1729316844791625,0.48773318951874767,0.1357075323882419,0.15431292880833755
187,madonna files adoption papers in malawi,0.0023749806662575583,0.0008264932718576302,0.004646649673532913,0.6395313589337169,0.012830101323228071,0.3397904161314069
188,eye on cosmos is lost to short circuit on hubble,0.06222749850378444,0.1020974783863725,0.10331963720826903,0.3818659149089506,0.047107608904644285,0.303381862087979
189,all african amputee football games kick off,0.0,0.0,0.0,0.6359320245601695,0.00753128697338957,0.3565366884664409
190,forecasters expect toasty,0.6094078118437631,0.0862182756344873,0.020319593608127837,0.0,0.10413791724165516,0.17991640167196657
191,corn stoves popping up in u s homes,0.05766192487557366,0.009919642721400173,0.3063388356821936,0.08007281732479313,0.28058639494770654,0.26542038444833305
192,chvez threatens to jail violators of price controls,0.24715307078704274,0.09442593147553154,0.12943105984337613,0.23209804860068306,0.0926760218292804,0.20421586746408607
193,scientists discover miracle in the depths,0.027687949346321808,0.036220752098514934,0.1799930946518625,0.3122035100191087,0.10577949888586129,0.3381151949983309
194,google unveils do it yourself search engine,0.004910444616923254,0.00873102639205758,0.12280738309733177,0.27789206709111386,0.17028780692655932,0.415371271876014
195,ready to eat chicken breasts recalled due to suspected listeria,0.06476090747959164,0.013572085687457863,0.21837781399077252,0.4177925170761141,0.057219110960435325,0.22827756480562883
196,teen allegedly armed by mom turns self in,0.18569956549630903,0.12496224838131754,0.15178289317438445,0.020289191550195953,0.3341715399800945,0.1830945614176985
197,town packs gym to mourn killed in fire,0.11320947550653795,0.014225696056441585,0.3192069408820291,0.06014823078045022,0.4541961608168217,0.039013495957719524
198,cocoa could be antidote to age related diseases says new study,0.031524676204279165,0.01050180228076537,0.17844562122499638,0.18899465249534317,0.4085552189734448,0.18197802882117117
199,roundup protests erupt despite state of siege in guinea,0.09497538228138253,0.06657341122418671,0.521210349406822,0.013537405402960528,0.2340034119637567,0.06970003972089168
200,bush authorized iranians arrest in iraq rice says,0.2172914834972614,0.16548089200123595,0.2893253795086657,0.030017888968951956,0.2256879434445673,0.07219641257931758
201,anglican and catholic churches could merge,0.03638826680754842,0.017445889106279856,0.0530561642183951,0.41202165581699024,0.08123964508913534,0.39984837896165093
202,cousin gunman was srebrenica survivor,0.0519,0.0,0.2468,0.0909,0.2208,0.3896
203,australia tells bush to speed up guantanamo trial,0.08581311964028927,0.02386658133072064,0.1966151335478698,0.28590142167881694,0.1645795835855903,0.24322416021671292
204,european space agency,0.44110541300639267,0.0536697539237049,0.03884197308666918,0.016816452688658796,0.09129644190811219,0.35826996538646233
205,the secrets people reveal,0.03362734444767415,0.021583975522872667,0.12402674536568563,0.3965545460674507,0.13450161164826038,0.2897057769480564
